,GEMEENTENAAM,GESLACHT,LEEFTIJDSKLASSE,KOSTEN_FARMACIE per AANTAL_VERZEKERDEJAREN,AANTAL_VERZEKERDEJAREN
63,CUIJK,M, 0 t/m  4 jaar,"99,82441828445548","581,04"
64,CULEMBORG,M, 0 t/m  4 jaar,"83,65300717157449","736,24"
65,DALFSEN,M, 0 t/m  4 jaar,"35,32625936582588","684,67"
66,DANTUMADIEL,M, 0 t/m  4 jaar,"63,92012141877001","480,98"
67,DE BILT,M, 0 t/m  4 jaar,"107,76389160281792","972,35"
68,DE FRYSKE MARREN,M, 0 t/m  4 jaar,"72,01122573523124","1286,33"
69,DE MARNE,M, 0 t/m  4 jaar,"51,28193686993886","242,04"
70,DE RONDE VENEN,M, 0 t/m  4 jaar,"74,55289588729741","976,73"
71,DE WOLDEN,M, 0 t/m  4 jaar,"88,76333999072","495,69"
72,DELFT,M, 0 t/m  4 jaar,"97,34415854940781","2016,28"
73,DELFZIJL,M, 0 t/m  4 jaar,"80,12255990337306","562,99"
74,DEN HELDER,M, 0 t/m  4 jaar,"95,39241622574957","1304,1"
75,DEURNE,M, 0 t/m  4 jaar,"94,7236830822877","699,74"
76,DEVENTER,M, 0 t/m  4 jaar,"102,47327023413125","2669,87"
77,DIEMEN,M, 0 t/m  4 jaar,"94,18525080850476","581,32"
78,DINKELLAND,M, 0 t/m  4 jaar,"128,42546046777144","595,59"
79,DOESBURG,M, 0 t/m  4 jaar,"123,78135360232878","247,34"
80,DOETINCHEM,M, 0 t/m  4 jaar,"113,69510231042699","1347,37"
81,DONGEN,M, 0 t/m  4 jaar,"85,54909078686431","595,02"
82,DONGERADEEL,M, 0 t/m  4 jaar,"55,60451233842539","638,25"
83,DORDRECHT,M, 0 t/m  4 jaar,"122,5402108841944","2988,37"
84,DRECHTERLAND,M, 0 t/m  4 jaar,"61,31831121622213","456,66"
85,DRIMMELEN,M, 0 t/m  4 jaar,"59,99560017667245","588,66"
86,DRONTEN,M, 0 t/m  4 jaar,"75,6459989006177","1073,33"
87,DRUTEN,M, 0 t/m  4 jaar,"120,30142383809438","446,68"
88,DUIVEN,M, 0 t/m  4 jaar,"103,29546148458127","556,79"
89,ECHT-SUSTEREN,M, 0 t/m  4 jaar,"148,3583653996831","574,33"
90,EDAM-VOLENDAM,M, 0 t/m  4 jaar,"179,27593481234206","862,74"
91,EDE,M, 0 t/m  4 jaar,"81,6639191108537","2900,76"
92,EEMNES,M, 0 t/m  4 jaar,"119,96770143308655","230,97"
93,EEMSMOND,M, 0 t/m  4 jaar,"106,23959641255605","446,0"
94,EERSEL,M, 0 t/m  4 jaar,"133,0285807981434","396,42"
95,EIJSDEN-MARGRATEN,M, 0 t/m  4 jaar,"169,3223709277958","419,92"
96,EINDHOVEN,M, 0 t/m  4 jaar,"85,43782390941423","5510,8"
97,ELBURG,M, 0 t/m  4 jaar,"80,1934288885068","639,77"
98,EMMEN,M, 0 t/m  4 jaar,"105,58984635938543","2455,08"
99,ENKHUIZEN,M, 0 t/m  4 jaar,"75,7698950391328","494,47"
100,ENSCHEDE,M, 0 t/m  4 jaar,"129,4617607061299","3897,3"
101,EPE,M, 0 t/m  4 jaar,"105,05861446218307","692,15"
102,ERMELO,M, 0 t/m  4 jaar,"84,9110251450677","532,51"
103,ETTEN-LEUR,M, 0 t/m  4 jaar,"157,90890744296112","1119,85"
104,FERWERDERADIEL,M, 0 t/m  4 jaar,"33,107066381156315","247,51"
105,GEERTRUIDENBERG,M, 0 t/m  4 jaar,"75,41130600571974","524,5"
106,GELDERMALSEN,M, 0 t/m  4 jaar,"103,33691114225041","692,23"
107,GELDROP-MIERLO,M, 0 t/m  4 jaar,"109,69714796249883","861,84"
108,GEMERT-BAKEL,M, 0 t/m  4 jaar,"82,96889024212659","755,39"
109,GENNEP,M, 0 t/m  4 jaar,"103,21475529583637","424,39"
110,GIESSENLANDEN,M, 0 t/m  4 jaar,"97,20779805578366","377,53"
111,GILZE EN RIJEN,M, 0 t/m  4 jaar,"82,2906776416539","626,88"
112,GOEREE-OVERFLAKKEE,M, 0 t/m  4 jaar,"115,52561079788144","1170,6"
113,GOES,M, 0 t/m  4 jaar,"137,25155350106093","791,76"
114,GOIRLE,M, 0 t/m  4 jaar,"88,73311528475571","593,14"
115,GOOISE MEREN,M, 0 t/m  4 jaar,"82,35907379096908","1609,14"
116,GORINCHEM,M, 0 t/m  4 jaar,"118,09980828754725","933,69"
117,GOUDA,M, 0 t/m  4 jaar,"154,28597040291825","1929,92"
118,GRAVE,M, 0 t/m  4 jaar,"127,8091436392075","306,88"
119,GRONINGEN,M, 0 t/m  4 jaar,"82,15513947724094","4187,78"
120,GROOTEGAST,M, 0 t/m  4 jaar,"90,35664404445757","305,01"
121,GULPEN-WITTEM,M, 0 t/m  4 jaar,"92,79536272615493","227,72"
122,HAAKSBERGEN,M, 0 t/m  4 jaar,"153,15830149058488","580,98"
123,HAAREN,M, 0 t/m  4 jaar,"79,52500455290475","274,55"
124,HAARLEM,M, 0 t/m  4 jaar,"85,13155226245837","4240,52"
125,HAARLEMMERLIEDE CA,M, 0 t/m  4 jaar,"32,812743823146945","99,97"
126,HAARLEMMERMEER,M, 0 t/m  4 jaar,"89,46557825356398","4154,06"
127,HALDERBERGE,M, 0 t/m  4 jaar,"103,50644681807182","578,58"
128,HARDENBERG,M, 0 t/m  4 jaar,"87,71346282902095","1609,32"
129,HARDERWIJK,M, 0 t/m  4 jaar,"112,42651801832422","1323,93"
130,HARDINXVELD-GIESSENDAM,M, 0 t/m  4 jaar,"71,58719972414849","522,02"
131,HAREN,M, 0 t/m  4 jaar,"95,38545631456944","349,43"
132,HARLINGEN,M, 0 t/m  4 jaar,"98,6297493508558","377,42"
133,HATTEM,M, 0 t/m  4 jaar,"73,95951618641053","281,1"
134,HEEMSKERK,M, 0 t/m  4 jaar,"112,18276424475194","950,35"
135,HEEMSTEDE,M, 0 t/m  4 jaar,"74,56832307692308","650,0"
136,HEERDE,M, 0 t/m  4 jaar,"75,64406741267612","441,46"
137,HEERENVEEN,M, 0 t/m  4 jaar,"107,60293158822536","1242,33"
138,HEERHUGOWAARD,M, 0 t/m  4 jaar,"96,28747914020273","1605,96"
139,HEERLEN,M, 0 t/m  4 jaar,"111,51700570039642","1727,95"
140,HEEZE-LEENDE,M, 0 t/m  4 jaar,"73,32399354950182","347,26"
141,HEILOO,M, 0 t/m  4 jaar,"126,82368177613321","486,45"
142,HELLENDOORN,M, 0 t/m  4 jaar,"61,923497084270736","893,43"
143,HELLEVOETSLUIS,M, 0 t/m  4 jaar,"103,54645540108798","926,48"
144,HELMOND,M, 0 t/m  4 jaar,"93,1740948677763","2520,35"
145,HENDRIK-IDO-AMBACHT,M, 0 t/m  4 jaar,"148,11307694904954","888,51"
146,HENGELO,M, 0 t/m  4 jaar,"85,31165663882236","2054,28"
147,HEUMEN,M, 0 t/m  4 jaar,"78,11352304344234","363,01"
148,HEUSDEN,M, 0 t/m  4 jaar,"96,77681388012618","1039,76"
149,HILLEGOM,M, 0 t/m  4 jaar,"102,33832756061356","505,25"
150,HILVARENBEEK,M, 0 t/m  4 jaar,"59,937938755749215","330,48"
151,HILVERSUM,M, 0 t/m  4 jaar,"90,25970879440885","2146,25"
152,HOF VAN TWENTE,M, 0 t/m  4 jaar,"58,597399010820716","796,62"
153,HOLLANDS KROON,M, 0 t/m  4 jaar,"84,34597309595445","1206,51"
154,HOOGEVEEN,M, 0 t/m  4 jaar,"144,98288311330592","1524,81"
155,HOORN,M, 0 t/m  4 jaar,"100,03349162453803","1956,31"
156,HORST AAN DE MAAS,M, 0 t/m  4 jaar,"78,52991452991454","914,94"
157,HOUTEN,M, 0 t/m  4 jaar,"70,22825814850049","1597,84"
158,HUIZEN,M, 0 t/m  4 jaar,"74,15628067223524","998,46"
159,HULST,M, 0 t/m  4 jaar,"75,64802673591895","469,78"
160,IJSSELSTEIN,M, 0 t/m  4 jaar,"123,51203250115233","932,89"
161,KAAG EN BRAASSEM,M, 0 t/m  4 jaar,"68,09420745843546","603,88"
162,KAMPEN,M, 0 t/m  4 jaar,"82,94475494680385","1595,98"
163,KAPELLE,M, 0 t/m  4 jaar,"94,62236668195182","370,73"
164,KATWIJK,M, 0 t/m  4 jaar,"93,77729260052554","1811,48"
165,KERKRADE,M, 0 t/m  4 jaar,"99,21156103286386","852,0"
166,KOGGENLAND,M, 0 t/m  4 jaar,"114,98482805764958","526,63"
167,KOLLUMERLAND CA,M, 0 t/m  4 jaar,"80,78285229202038","353,4"
168,KORENDIJK,M, 0 t/m  4 jaar,"208,6637998743324","254,64"
169,KRIMPEN AAN DEN IJSSEL,M, 0 t/m  4 jaar,"93,75593566894531","655,36"
170,KRIMPENERWAARD,M, 0 t/m  4 jaar,"96,79711434862041","1280,82"
171,LAARBEEK,M, 0 t/m  4 jaar,"89,77207697962415","530,53"
172,LANDERD,M, 0 t/m  4 jaar,"109,9885039992701","328,81"
173,LANDGRAAF,M, 0 t/m  4 jaar,"72,12228627855306","688,63"
174,LANDSMEER,M, 0 t/m  4 jaar,"71,9168393158275","207,55"
175,LANGEDIJK,M, 0 t/m  4 jaar,"82,35844002072079","675,65"
176,LANSINGERLAND,M, 0 t/m  4 jaar,"110,66521110688475","1971,75"
177,LAREN,M, 0 t/m  4 jaar,"90,57327035287581","179,95"
178,LEEK,M, 0 t/m  4 jaar,"92,31680358476474","468,65"
179,LEERDAM,M, 0 t/m  4 jaar,"106,64920235096558","476,4"
180,LEEUWARDEN,M, 0 t/m  4 jaar,"78,44956905956798","2933,12"
181,LEIDEN,M, 0 t/m  4 jaar,"103,28571838905064","2785,19"
182,LEIDERDORP,M, 0 t/m  4 jaar,"90,78066313379549","624,61"
183,LEIDSCHENDAM-VOORBURG,M, 0 t/m  4 jaar,"132,58809552164323","1763,37"
184,LELYSTAD,M, 0 t/m  4 jaar,"123,20145431006581","2317,25"
185,LEUDAL,M, 0 t/m  4 jaar,"98,39406951535071","714,95"
186,LEUSDEN,M, 0 t/m  4 jaar,"61,75448638823705","737,23"
187,LINGEWAAL,M, 0 t/m  4 jaar,"78,00934167268062","249,42"
188,LINGEWAARD,M, 0 t/m  4 jaar,"66,95249086197724","1165,46"
189,LISSE,M, 0 t/m  4 jaar,"52,34871509878696","521,83"
190,LOCHEM,M, 0 t/m  4 jaar,"100,45405370283133","615,61"
191,LOON OP ZAND,M, 0 t/m  4 jaar,"55,96679166583111","498,67"
192,LOPIK,M, 0 t/m  4 jaar,"73,30311070200612","369,37"
193,LOPPERSUM,M, 0 t/m  4 jaar,"104,25902855024101","269,7"
194,LOSSER,M, 0 t/m  4 jaar,"124,76391746738905","529,73"
195,MAASDRIEL,M, 0 t/m  4 jaar,"48,47623021967016","599,08"
196,MAASGOUW,M, 0 t/m  4 jaar,"166,84910954181228","420,57"
197,MAASSLUIS,M, 0 t/m  4 jaar,"184,07614099402633","758,33"
198,MAASTRICHT,M, 0 t/m  4 jaar,"119,38865846195688","1911,91"
199,MARUM,M, 0 t/m  4 jaar,"80,10017657445556","254,85"
200,MEDEMBLIK,M, 0 t/m  4 jaar,"75,2084444275158","1050,16"
201,MEERSSEN,M, 0 t/m  4 jaar,"156,47007818052595","351,75"
202,MEIERIJSTAD,M, 0 t/m  4 jaar,"135,7171392744792","1818,28"
203,MEPPEL,M, 0 t/m  4 jaar,"101,4643194074005","858,59"
204,MIDDELBURG,M, 0 t/m  4 jaar,"83,6013670587419","1152,84"
205,MIDDEN-DELFLAND,M, 0 t/m  4 jaar,"117,11443685254574","453,7"
206,MIDDEN-DRENTHE,M, 0 t/m  4 jaar,"80,37115544472154","721,8"
207,MIDDEN-GRONINGEN,M, 0 t/m  4 jaar,"106,39518613562551","1437,93"
208,MILL EN SINT HUBERT,M, 0 t/m  4 jaar,"126,79747150259067","241,25"
209,MOERDIJK,M, 0 t/m  4 jaar,"108,90424510630326","854,16"
210,MOLENWAARD,M, 0 t/m  4 jaar,"160,12526087096117","934,37"
211,MONTFERLAND,M, 0 t/m  4 jaar,"122,9303936628415","664,02"
212,MONTFOORT,M, 0 t/m  4 jaar,"80,71567930088405","393,64"
213,MOOK EN MIDDELAAR,M, 0 t/m  4 jaar,"66,32921865616868","149,87"
214,NEDER-BETUWE,M, 0 t/m  4 jaar,"89,60495707560233","649,98"
215,NEDERWEERT,M, 0 t/m  4 jaar,"115,79233741146167","310,6"
216,NEERIJNEN,M, 0 t/m  4 jaar,"69,69410442547762","329,23"
217,NIEUWEGEIN,M, 0 t/m  4 jaar,"93,69121723081808","1511,71"
218,NIEUWKOOP,M, 0 t/m  4 jaar,"69,68619811406568","659,62"
219,NIJKERK,M, 0 t/m  4 jaar,"100,81084171035137","1180,81"
220,NIJMEGEN,M, 0 t/m  4 jaar,"91,60062797742235","3793,13"
221,NISSEWAARD,M, 0 t/m  4 jaar,"109,5224334874906","1941,74"
222,NOORD-BEVELAND,M, 0 t/m  4 jaar,"111,54672470687355","142,43"
223,NOORDENVELD,M, 0 t/m  4 jaar,"90,37850778028992","676,71"
224,NOORDOOSTPOLDER,M, 0 t/m  4 jaar,"70,56909384505614","1331,45"
225,NOORDWIJK,M, 0 t/m  4 jaar,"104,45912374265848","592,52"
226,NOORDWIJKERHOUT,M, 0 t/m  4 jaar,"66,7661781218604","338,42"
227,NUENEN CA,M, 0 t/m  4 jaar,"90,77971260706448","423,81"
228,NUNSPEET,M, 0 t/m  4 jaar,"91,47161092433596","746,59"
229,NUTH,M, 0 t/m  4 jaar,"70,27417733830443","308,45"
230,OEGSTGEEST,M, 0 t/m  4 jaar,"78,10395502339566","562,07"
231,OIRSCHOT,M, 0 t/m  4 jaar,"109,73634835421072","368,82"
232,OISTERWIJK,M, 0 t/m  4 jaar,"92,76944095709328","541,64"
233,OLDAMBT,M, 0 t/m  4 jaar,"139,6383035476127","824,78"
234,OLDEBROEK,M, 0 t/m  4 jaar,"56,98928605290603","632,82"
235,OLDENZAAL,M, 0 t/m  4 jaar,"111,20200191309101","878,16"
236,OLST-WIJHE,M, 0 t/m  4 jaar,"50,88137372159438","409,69"
237,OMMEN,M, 0 t/m  4 jaar,"67,44270845625546","423,71"
238,ONDERBANKEN,M, 0 t/m  4 jaar,"63,90880699562772","128,08"
239,OOST GELRE,M, 0 t/m  4 jaar,"98,7743151793126","710,77"
240,OOSTERHOUT,M, 0 t/m  4 jaar,"66,4597128507743","1240,47"
241,OOSTSTELLINGWERF,M, 0 t/m  4 jaar,"81,14800891116681","574,56"
242,OOSTZAAN,M, 0 t/m  4 jaar,"83,69095715497032","200,49"
243,OPMEER,M, 0 t/m  4 jaar,"122,53220103986135","288,5"
244,OPSTERLAND,M, 0 t/m  4 jaar,"52,17318645889307","744,4"
245,OSS,M, 0 t/m  4 jaar,"111,23651599083054","2063,37"
246,OUD-BEIJERLAND,M, 0 t/m  4 jaar,"82,77752859747342","619,81"
247,OUDE IJSSELSTREEK,M, 0 t/m  4 jaar,"102,46779425393883","906,36"
248,OUDER-AMSTEL,M, 0 t/m  4 jaar,"76,22243632976844","311,37"
249,OUDEWATER,M, 0 t/m  4 jaar,"90,5694487942374","255,44"
250,OVERBETUWE,M, 0 t/m  4 jaar,"80,34426229508198","1236,47"
251,PAPENDRECHT,M, 0 t/m  4 jaar,"116,959795194042","859,35"
252,PEEL EN MAAS,M, 0 t/m  4 jaar,"107,80265484884423","961,26"
253,PEKELA,M, 0 t/m  4 jaar,"122,88146444316656","260,85"
254,PIJNACKER-NOOTDORP,M, 0 t/m  4 jaar,"108,86184677648396","1690,08"
255,PURMEREND,M, 0 t/m  4 jaar,"102,43564423402097","1774,2"
256,PUTTEN,M, 0 t/m  4 jaar,"130,5382674004926","657,74"
257,RAALTE,M, 0 t/m  4 jaar,"72,44829172897734","869,3"
258,REIMERSWAAL,M, 0 t/m  4 jaar,"108,49203467589857","710,58"
259,RENKUM,M, 0 t/m  4 jaar,"70,46201516247758","635,78"
260,RENSWOUDE,M, 0 t/m  4 jaar,"59,95744391570361","147,1"
261,REUSEL-DE MIERDEN,M, 0 t/m  4 jaar,"129,98833644150838","316,37"
262,RHEDEN,M, 0 t/m  4 jaar,"91,70316771007847","907,28"
263,RHENEN,M, 0 t/m  4 jaar,"44,75866517106001","534,9"
264,RIDDERKERK,M, 0 t/m  4 jaar,"125,69597563359847","971,83"
265,RIJSSEN-HOLTEN,M, 0 t/m  4 jaar,"115,25297413972024","1204,55"
266,RIJSWIJK,M, 0 t/m  4 jaar,"110,75586898458367","1067,05"
267,ROERDALEN,M, 0 t/m  4 jaar,"333,53105747432994","374,95"
268,ROERMOND,M, 0 t/m  4 jaar,"180,14750833678258","1280,47"
269,ROOSENDAAL,M, 0 t/m  4 jaar,"118,48728799835905","1852,58"
270,ROTTERDAM,M, 0 t/m  4 jaar,"125,01656067397133","16735,43"
271,ROZENDAAL,M, 0 t/m  4 jaar,"73,2563051702396","31,72"
272,RUCPHEN,M, 0 t/m  4 jaar,"173,86236282111625","403,67"
273,S GRAVENHAGE,M, 0 t/m  4 jaar,"128,14932700050835","14615,91"
274,S HERTOGENBOSCH,M, 0 t/m  4 jaar,"104,77303072835471","3861,58"
275,SCHAGEN,M, 0 t/m  4 jaar,"99,435578261283","1156,83"
276,SCHERPENZEEL,M, 0 t/m  4 jaar,"53,1721308576481","282,75"
277,SCHIEDAM,M, 0 t/m  4 jaar,"146,0701184046531","1925,6"
278,SCHIERMONNIKOOG,M, 0 t/m  4 jaar,"495,96198521647307","18,94"
279,SCHINNEN,M, 0 t/m  4 jaar,"72,74743654012669","219,43"
280,SCHOUWEN-DUIVELAND,M, 0 t/m  4 jaar,"85,6583570376935","699,59"
281,SIMPELVELD,M, 0 t/m  4 jaar,"83,15557426211396","190,07"
282,SINT ANTHONIS,M, 0 t/m  4 jaar,"167,9854184116348","262,66"
283,SINT-MICHIELSGESTEL,M, 0 t/m  4 jaar,"118,50865719886865","668,23"
284,SITTARD-GELEEN,M, 0 t/m  4 jaar,"95,159961352657","1811,25"
285,SLIEDRECHT,M, 0 t/m  4 jaar,"128,3997475896277","681,43"
286,SLUIS,M, 0 t/m  4 jaar,"74,98824270926765","412,51"
287,SMALLINGERLAND,M, 0 t/m  4 jaar,"68,47950557992337","1440,88"
288,SOEST,M, 0 t/m  4 jaar,"105,12238063782156","1089,96"
289,SOMEREN,M, 0 t/m  4 jaar,"100,93824275989384","346,68"
290,SON EN BREUGEL,M, 0 t/m  4 jaar,"55,3506168331551","383,41"
291,STADSKANAAL,M, 0 t/m  4 jaar,"146,12221977234518","725,66"
292,STAPHORST,M, 0 t/m  4 jaar,"41,10556793654693","569,87"
293,STEDE BROEC,M, 0 t/m  4 jaar,"161,73684210526315","533,52"
294,STEENBERGEN,M, 0 t/m  4 jaar,"226,49320753991893","520,43"
295,STEENWIJKERLAND,M, 0 t/m  4 jaar,"53,0302806646586","1002,62"
296,STEIN,M, 0 t/m  4 jaar,"87,58065667380444","448,32"
297,STICHTSE VECHT,M, 0 t/m  4 jaar,"101,88872376451098","1641,86"
298,STRIJEN,M, 0 t/m  4 jaar,"69,80312560793723","154,21"
299,SUDWEST-FRYSLAN,M, 0 t/m  4 jaar,"68,23903522881788","2331,33"
300,TEN BOER,M, 0 t/m  4 jaar,"96,17845133145505","220,06"
301,TERNEUZEN,M, 0 t/m  4 jaar,"103,24226813233423","1131,68"
302,TERSCHELLING,M, 0 t/m  4 jaar,"103,38756874546019","96,37"
303,TEXEL,M, 0 t/m  4 jaar,"62,82785864571257","232,89"
304,TEYLINGEN,M, 0 t/m  4 jaar,"96,54836653208218","894,11"
305,THOLEN,M, 0 t/m  4 jaar,"144,66608396459392","720,78"
306,TIEL,M, 0 t/m  4 jaar,"94,19442186405045","1070,25"
307,TILBURG,M, 0 t/m  4 jaar,"87,59929058048533","5150,69"
308,TUBBERGEN,M, 0 t/m  4 jaar,"96,87293823634415","560,2"
309,TWENTERAND,M, 0 t/m  4 jaar,"96,722435734034","1019,98"
310,TYNAARLO,M, 0 t/m  4 jaar,"73,05785146246126","741,9"
311,TYTSJERKSTERADIEL,M, 0 t/m  4 jaar,"93,43903693134344","777,93"
312,UDEN,M, 0 t/m  4 jaar,"139,47468413566855","963,23"
313,UITGEEST,M, 0 t/m  4 jaar,"43,76125459068831","337,64"
314,UITHOORN,M, 0 t/m  4 jaar,"84,21685032780024","716,9"
315,URK,M, 0 t/m  4 jaar,"85,68420804340134","847,9"
316,UTRECHT,M, 0 t/m  4 jaar,"119,95695943597637","10070,5"
317,UTRECHTSE HEUVELRUG,M, 0 t/m  4 jaar,"84,65398715369612","979,27"
318,VAALS,M, 0 t/m  4 jaar,"61,994726021274694","111,87"
319,VALKENBURG AAN DE GEUL,M, 0 t/m  4 jaar,"59,85301010949033","285,87"
320,VALKENSWAARD,M, 0 t/m  4 jaar,"64,29064345663662","611,23"
321,VEENDAM,M, 0 t/m  4 jaar,"135,29225480099353","660,28"
322,VEENENDAAL,M, 0 t/m  4 jaar,"78,16822582844675","1833,25"
323,VEERE,M, 0 t/m  4 jaar,"120,04458843908385","467,61"
324,VELDHOVEN,M, 0 t/m  4 jaar,"85,8660957529936","947,02"
325,VELSEN,M, 0 t/m  4 jaar,"79,80416162661427","1430,21"
326,VENLO,M, 0 t/m  4 jaar,"105,8604814020093","2227,66"
327,VENRAY,M, 0 t/m  4 jaar,"106,9006660024123","953,45"
328,VIANEN,M, 0 t/m  4 jaar,"109,1795491786899","500,42"
329,VLAARDINGEN,M, 0 t/m  4 jaar,"166,3133283350355","1693,91"
330,VLIELAND,M, 0 t/m  4 jaar,"46,13107920333488","21,59"
331,VLISSINGEN,M, 0 t/m  4 jaar,"117,71892655367232","984,12"
332,VOERENDAAL,M, 0 t/m  4 jaar,"95,19322484492065","248,26"
333,VOORSCHOTEN,M, 0 t/m  4 jaar,"94,54583610170315","617,09"
334,VOORST,M, 0 t/m  4 jaar,"164,69238630556976","489,25"
335,VUGHT,M, 0 t/m  4 jaar,"98,53485761102091","659,11"
336,WAADHOEKE,M, 0 t/m  4 jaar,"78,69677648506061","1154,33"
337,WAALRE,M, 0 t/m  4 jaar,"78,32601812688821","413,75"
338,WAALWIJK,M, 0 t/m  4 jaar,"81,78086980456922","1089,9"
339,WADDINXVEEN,M, 0 t/m  4 jaar,"125,8908543659935","594,71"
340,WAGENINGEN,M, 0 t/m  4 jaar,"98,67261004103109","733,59"
341,WASSENAAR,M, 0 t/m  4 jaar,"95,69982900992576","479,56"
342,WATERLAND,M, 0 t/m  4 jaar,"90,1926006233907","368,95"
343,WEERT,M, 0 t/m  4 jaar,"95,87645775861209","1004,11"
